domain_id,source_id,length,range,source_type,f_group_id,f_name,estimated_fingers,is_discontinuous
nD17,Q11107_F1,75,1996-2070,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,A0A5S6PS52_F1,75,236-310,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD3,A0A0K0EQQ0_F1,75,286-360,computed structural model,386.1.1.18,zf-C2H2_jaz,2.7,False
nD1,A0A175VVV4_F1,75,476-550,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,A0A044URK6_F1,75,201-275,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD5,F1QRJ7_F1,75,246-320,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,Q86UZ6_F1,75,416-490,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD18,Q11107_F1,75,2086-2160,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD6,A0A5K4F708_F1,75,506-580,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,Q5A4H4_F1,75,"6-45,81-115",computed structural model,386.1.1.13,"Sgf11,Sgf11_N",2.7,True
nD2,Q9Z1D7_F1,75,246-320,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD5,Q96GC6_F1,75,486-560,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD16,F1RBQ7_F1,75,1621-1695,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,X1WDC9_F1,75,61-135,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A0R0HHI9_F1,75,16-90,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD7,Q8C0P7_F1,75,736-810,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,A0A044QXA6_F1,75,551-625,computed structural model,386.1.1.43,zf_C2H2_10,2.7,False
nD1,A0A0N4U504_F1,75,191-265,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,K7KP21_F1,75,16-90,computed structural model,386.1.1.4,zf-BED,2.7,False
nD6,A0A5S6PS37_F1,75,801-875,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,Q4GZ50_F1,75,"131-195,416-425",computed structural model,386.1.1.20,zf-met,2.7,True
nD5,Q8IWY8_F1,75,656-730,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD4,A0A0N4UID2_F1,75,411-485,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD6,A0A077YXB2_F1,75,831-905,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,A0A0G2KYX9_F1,75,21-95,computed structural model,386.1.1.20,zf-met,2.7,False
nD2,Q147M4_F1,75,156-230,computed structural model,386.1.1.9,zf-U1,2.7,False
nD5,A0A1D6JZC0_F1,75,521-595,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,E9QDP6_F1,75,31-105,computed structural model,386.1.1.20,zf-met,2.7,False
nD1,A0A5S6PEM4_F1,75,1-75,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A1D6IZ19_F1,75,26-100,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD9,Q96K83_F1,75,"281-330,751-775",computed structural model,386.1.1.1,zf-C2H2,2.7,True
nD4,A0A077Z8C6_F1,75,511-585,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,Q0JPH5_F1,75,6-80,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD6,A0A175VVW1_F1,75,836-910,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD4,A0A1D6EQ20_F1,75,366-440,computed structural model,386.1.1.20,zf-met,2.7,False
nD4,E7FBU0_F1,75,511-585,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,A0A0R0E7Z5_F1,75,36-110,computed structural model,,,2.7,False
nD6,A0A1P6BJP1_F1,75,486-560,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,Q9VBX4_F1,75,16-90,computed structural model,386.1.1.20,zf-met,2.7,False
nD2,C1H137_F1,75,366-440,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,P17014_F1,75,246-320,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A1D6KU91_F1,75,41-115,computed structural model,386.1.1.4,zf-BED,2.7,False
nD4,A5JYT9_F1,75,331-405,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD3,A0A077ZCP0_F1,75,281-355,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD3,K7LS56_F1,75,196-270,computed structural model,386.1.1.1,zf-C2H2,2.7,False
e5o9zQ1,5o9z,75,Q:8-82,experimental structure,386.1.1.9,zf-U1,2.7,False
nD5,G3V6U6_F1,75,411-485,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,Q10L76_F1,75,76-150,computed structural model,386.1.1.57,TRAFD1-XIAF1_ZnF,2.7,False
nD7,A0A3P7DVH8_F1,75,"1046-1080,1106-1145",computed structural model,386.1.1.1,zf-C2H2,2.7,True
nD1,A0A0K0E6H0_F1,75,21-95,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,K7N2B8_F1,75,21-95,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD5,A0A158Q436_F1,75,611-685,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,A0A044QZJ4_F1,75,221-295,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD3,D3ZAK3_F1,75,436-510,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A1D6NUA7_F1,75,11-85,computed structural model,386.1.1.10,MAT1,2.7,False
nD1,A0A0K0EJ23_F1,75,41-115,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,Q5NC63_F1,75,246-320,computed structural model,386.1.1.18,zf-C2H2_jaz,2.7,False
nD2,G5EGB2_F1,75,131-205,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD3,A0A3Q0KDX9_F1,74,852-925,computed structural model,386.1.1.50,Nairovirus_Gn,2.6,False
nD3,A0A0R4IFP4_F1,74,101-174,computed structural model,386.1.1.50,Nairovirus_Gn,2.6,False
nD2,Q57ZT6_F1,74,396-469,computed structural model,386.1.1.1,zf-C2H2,2.6,False
nD3,F6NP92_F1,74,732-805,computed structural model,386.1.1.1,zf-C2H2,2.6,False
nD5,F1LUF8_F1,74,906-979,computed structural model,386.1.1.50,Nairovirus_Gn,2.6,False
e5apny2,5apn,73,y:210-282,experimental structure,386.1.1.19,zf-C2H2_2,2.6,False
nD3,A0A1D6FXH3_F1,73,393-465,computed structural model,386.1.1.50,Nairovirus_Gn,2.6,False
nD1,A0A5S6PE62_F1,73,143-215,computed structural model,386.1.1.50,Nairovirus_Gn,2.6,False
nD2,G4VGY9_F1,73,61-133,computed structural model,386.1.1.50,Nairovirus_Gn,2.6,False
e2ctuA1,2ctu,73,A:1-73,experimental structure,,,2.6,False
nD2,A0A044RHI4_F1,73,183-255,computed structural model,386.1.1.1,zf-C2H2,2.6,False
nD1,A0A1D6EB41_F1,73,23-95,computed structural model,386.1.1.50,Nairovirus_Gn,2.6,False
nD1,C0P351_F1,73,71-143,computed structural model,386.1.1.20,zf-met,2.6,False
nD1,A0A0K0EKA6_F1,73,33-105,computed structural model,386.1.1.50,Nairovirus_Gn,2.6,False
nD2,F1R5X2_F1,73,371-443,computed structural model,386.1.1.50,Nairovirus_Gn,2.6,False
nD7,A0A044V152_F1,73,993-1065,computed structural model,386.1.1.1,zf-C2H2,2.6,False
nD1,A0A0R0EZ64_F1,73,36-108,computed structural model,386.1.1.4,zf-BED,2.6,False
nD1,A0A1D6M0J2_F1,72,"131-140,162-195,218-245",computed structural model,386.1.1.20,zf-met,2.6,True
e4wa6G1,4wa6,72,"G:1-47,G:70-94",experimental structure,386.1.1.13,"Sgf11,Sgf11_N",2.6,True
nD1,F1R4Y5_F1,72,47-118,computed structural model,386.1.1.1,zf-C2H2,2.6,False
e7ml431,7ml4,72,3:74-145,experimental structure,386.1.1.10,MAT1,2.6,False
e5zwmv1,5zwm,72,v:34-105,experimental structure,386.1.1.20,zf-met,2.6,False
e5zwov2,5zwo,72,v:34-105,experimental structure,386.1.1.20,zf-met,2.6,False
e1zu1A1,1zu1,72,A:1-72,experimental structure,386.1.1.20,zf-met,2.6,False
nD1,A0A1C1CFI3_F1,71,"138-150,191-248",computed structural model,386.1.1.50,Nairovirus_Gn,2.5,True
