f_group_id,f_group_name,fgroup_introduced_release,rep_ecod_uid,rep_domain_id,rep_range,rep_domain_version,is_representative,is_manual_representative,is_provisional_representative,classification_status,classification_method
327.1.1.8,Helitron_like_N,v293.1,3677499,A0A1D6P2I2_F1_nD2,"631-720,781-805",v292,t,f,t,classified,
327.16.1.10,PF29189,v293.1,2702007,e7cikA2,A:18-74,v292,t,f,t,classified,
327.16.1.18,Se_S_carrier,v293.1,4528550,Q60327_nD1,26-95,v293,t,f,t,classified,
327.21.1.2,PF31108,v293.1,2080138,e5ucgA2,A:1-125,v292,t,t,f,classified,
3289.1.1.11,"WASH-7_mid, WASH-4_N, WASH-7_C",v293.1,3716595,Q4DZI5_F1_nD2,"11-960,1031-1125",v292,t,f,t,classified,
3289.1.1.11,"WASH-7_mid, WASH-4_N, WASH-7_C",v293.1,3794749,A0A0H5S4V4_F1_nD1,1-1025,v292,t,f,t,classified,
3289.1.1.11,"WASH-7_mid, WASH-4_N, WASH-7_C",v293.1,4659161,Q9VXH9_nD2,"61-230,236-625,631-1100",v293,t,f,t,classified,
3289.1.1.14,"WASH-7_mid, WASH-7_C",v293.1,3239820,Q9NA99_F1_nD2,"71-490,511-875,906-935,996-1145",v292,t,f,t,classified,
3291.1.1.129,Nucleoporin_FG2,v293.1,4618994,Q9VDV3_nD1,"316-340,346-440",v293,t,f,t,classified,
3305.1.1.7,"Abi_HHR, PF27594",v293.1,185457,e3p8cF1,F:2-156,v292,t,t,f,classified,
331.22.1.2,PF29358,v293.1,1790181,e5d0qC1,C:25-224,v292,t,t,f,classified,
331.3.1.50,PF29358,v293.1,1806521,e3tgoC1,C:65-192,v292,t,t,f,classified,
3355.1.1.29,"CitMHS, MatC_N",v293.1,3988675,Q8DNB1_F1_nD1,1-435,v292,t,f,t,classified,
3386.1.1.4,T4_gp9_10_C,v293.1,185943,e1qexA3,A:169-288,v292,t,t,f,classified,
3386.2.1.4,T4_gp9_10_C,v293.1,1839971,e5iv5I2,I:152-255,v292,t,t,f,classified,
3407.1.1.4,"NOP5NT, Nop5_56-rel_N_Arc",v293.1,2049683,e5wyj3E1,"3E:3-18,3E:38-154",v292,t,f,t,classified,
3425.2.1.3,PF29809,v293.1,185951,e2fgtA2,A:166-406,v292,t,t,f,classified,
3435.1.1.7,PF30932,v293.1,1108116,e4je3A1,A:4-245,v292,t,t,f,classified,
3488.1.1.3,PF30670,v293.1,1914574,e5gjvF2,F:485-629,v292,t,f,t,classified,
3562.1.1.11,PGG,v293.1,3442375,Q5Z6J6_F1_nD3,"351-485,521-640,806-835",v292,t,f,t,classified,
3562.1.1.11,PGG,v293.1,3466486,Q5Z6I7_F1_nD2,"46-180,226-340,726-750,786-925",v292,t,f,t,classified,
3567.1.1.131,Tmemb_18A,v293.1,3471338,A0A5K4EAJ5_F1_nD1,26-140,v292,t,f,t,classified,
3567.1.1.88,PGG,v293.1,3442778,A0A0P0WVE2_F1_nD3,"331-355,391-545",v292,t,f,t,classified,
3567.1.1.99,"DC_STAMP, PF26039",v293.1,3393497,Q8IRH3_F1_nD4,"151-220,381-425,476-515,561-605",v292,t,f,t,classified,
3597.1.1.5,PF26120,v293.1,224022,e4fe9A2,A:147-258,v292,t,t,f,classified,
3598.1.1.4,PF29164,v293.1,4508982,Q9WX62_nD2,226-375,v293,t,f,t,classified,
3615.1.1.38,ROH1-like,v293.1,3646445,B4FC10_F1_nD1,"31-300,381-435",v292,t,f,t,classified,
3615.1.1.54,DUF3611,v293.1,3836944,Q9SHU7_F1_nD2,"121-180,201-280",v292,t,f,t,classified,
3718.1.1.13,"KNOX1, KNOX2",v293.1,3653949,A0A1D6L2Y9_F1_nD1,76-155,v292,t,f,t,classified,
3718.1.1.13,"KNOX1, KNOX2",v293.1,3830748,P46639_F1_nD1,131-235,v292,t,f,t,classified,
3735.1.1.14,TEN_YD-shell,v293.1,2387867,e6fb3A2,A:649-1544,v292,t,t,f,classified,
3735.1.1.14,TEN_YD-shell,v293.1,3944564,A0A0H3H200_F1_nD3,366-1210,v292,t,f,t,classified,
3735.1.1.9,RHS_repeat+DUF6531,v293,4150297,Q9I0F4_nD1,41-545,v293,t,f,t,classified,
3749.1.1.5,COPS2_C,v293.1,1322546,e4d10J3,J:407-447,v292,t,f,t,classified,
375.1.1.204,PolC_DP2_central,v293.1,1885533,e5ijlA2,A:673-732,v292,t,t,f,classified,
375.1.1.295,"Zn_ribbon_11, DUF7828",v293.1,3984750,Q328Q3_F1_nD1,1-125,v292,t,f,t,classified,
375.1.1.304,tRNA-synt_1_2,v293.1,4886707,Q72AR5_nD2,206-400,v293,t,,t,classified,
375.15.1.1,PF29404,v293.1,2526330,e6jdeB3,B:374-429,v292,t,t,f,classified,
3755.3.1.103,Golgin_A5,v293,3867129,Q9QYE6_F1_nD1,"1-25,221-450",v292,t,,t,classified,
3755.3.1.348,zf-C4H2,v293.1,3582569,A0A3P7DN76_F1_nD1,"1-115,226-355",v292,t,f,t,classified,
3755.3.1.481,PF30554,v293.1,3179118,U7PLB4_F1_nD2,86-220,v292,t,f,t,classified,
3755.3.1.495,PF30391,v293.1,3886253,A0A2R8QHE1_F1_nD3,671-920,v292,t,f,t,classified,
3755.3.1.504,DUF4618,v293.1,4334905,Q9NUD7_nD1,96-270,v293,t,f,t,classified,
3755.3.1.520,KASH_CCD,v293.1,3746547,D3ZPX3_F1_nD2,196-390,v292,t,f,t,classified,
3755.3.1.524,AI-2E_transport,v293.1,4395343,P0AFS5_nD2,"11-90,136-340",v293,t,f,t,classified,
3755.3.1.575,BPS1,v293.1,3375240,K7LP86_F1_nD1,"26-175,236-269",v292,t,f,t,classified,
3755.4.1.67,MCAfunc,v293.1,3423350,B9G8M8_F1_nD1,1-145,v292,t,f,t,classified,
3758.1.1.57,Prominin,v293.1,4057616,O43490_nD1,"51-205,431-460,476-520,771-820",v293,t,f,t,classified,
376.1.1.101,PHD_Oberon,v293.1,3460218,A0A0P0W2X8_F1_nD2,136-270,v292,t,f,t,classified,
376.1.2.17,LIM+PET,v293,3572117,Q9UGI8_F1_nD1,"92-190,236-325",v292,t,f,t,classified,
376.1.3.56,PF30811,v293.1,8128,e1wepA1,A:1-79,v292,t,t,f,classified,
376.1.3.56,PF30811,v293.1,2323923,e5oqdC1,C:16-88,v292,t,t,f,classified,
376.1.3.62,PHD_Oberon,v293.1,3648747,A0A1D6EKV3_F1_nD2,396-475,v292,t,f,t,classified,
376.1.3.66,zf_RING_Vps8,v293.1,3546355,Q8N3P4_F1_nD3,1251-1315,v292,t,f,t,classified,
377.1.1.106,PHD_NSD,v293.1,3361155,I1LNW1_F1_nD2,131-190,v292,t,f,t,classified,
377.9.1.18,zf-FLZ,v293.1,3446193,A0A0P0WE20_F1_nD1,26-90,v292,t,f,t,classified,
378.1.1.27,HNH_5,v293.1,3952818,O53196_F1_nD2,121-194,v292,t,f,t,classified,
383.1.1.21,PF30530,v293.1,2562106,e6qetA1,A:1-42,v292,t,f,t,classified,
3860.1.1.177,"GRIP, Rab_bind",v293.1,3791504,A0A1P6C622_F1_nD8,591-695,v292,t,f,t,classified,
3860.1.1.204,"zf-B_box, TRIM_CC",v293.1,3919015,A0A0R4IIL0_F1_nD3,126-280,v292,t,f,t,classified,
386.1.1.233,"zf-C2H2, zf-H2C2_2",v293.1,2163927,e5wjqD2,D:230-284,v292,t,f,t,classified,
386.1.1.233,"zf-C2H2, zf-H2C2_2",v293.1,3484425,A0A5K4FBW2_F1_nD9,1396-1445,v292,t,f,t,classified,
386.1.1.233,"zf-C2H2, zf-H2C2_2",v293.1,3920282,A0A286Y983_F1_nD1,11-75,v292,t,f,t,classified,
386.1.1.233,"zf-C2H2, zf-H2C2_2",v293.1,4052903,Q15929_nD2,36-90,v293,t,f,t,classified,
386.1.1.235,"C2CH-3rd_BIRD-IDD, C2H2-2nd_BIRD-IDD",v293.1,3310103,K7L200_F1_nD2,116-175,v292,t,f,t,classified,
386.1.1.238,"zf-C2H2, zf-C2H2_6",v293.1,3546631,Q96GE5_F1_nD13,586-643,v292,t,f,t,classified,
386.1.1.262,"zf-C2H2, zf-H2C2_2, zf-C2H2_16",v293.1,3105394,e8ssuA1,A:57-112,v292,t,f,t,classified,
386.1.1.324,"C2CH-4th_BIRD-IDD, C2CH-3rd_BIRD-IDD, C2H2-2nd_BIRD-IDD",v293.1,3350636,I1MNH4_F1_nD2,101-195,v292,t,f,t,classified,
386.1.1.352,"zf-H2C2_5, zf-C2H2_16",v293.1,3863462,A2APF3_F1_nD4,341-395,v292,t,f,t,classified,
386.1.1.359,"zf-C2H2, zf-C2H2_jaz, zf-met",v293.1,3209310,C0NRC2_F1_nD4,86-265,v292,t,f,t,classified,
386.1.1.417,PF26235,v293.1,2563417,e6tlyA1,A:23-99,v292,t,f,t,classified,
387.1.1.60,PF29409,v293.1,2570776,e6px7A1,A:1-34,v292,t,f,t,classified,
387.1.5.28,PF31121,v293.1,8441,e1ozzA1,A:1-44,v292,t,t,f,classified,
389.1.1.101,PF29256,v293.1,8462,e1k36A1,A:1-46,v292,t,t,f,classified,
389.1.1.110,PF28895,v293.1,146868,e3nsjA2,A:354-390,v292,t,t,f,classified,
389.1.1.97,"cEGF, FXa_inhibition",v293.1,8457,e2p3uA1,A:1-51,v292,t,t,f,classified,
389.1.1.98,"EGF_CA, cEGF",v293.1,3542350,P98095_F1_nD11,901-940,v292,t,f,t,classified,
389.1.1.99,PF30999,v293.1,8461,e1moxC1,C:2-50,v292,t,t,f,classified,
389.1.1.99,PF30999,v293.1,8463,e1xdtR1,R:39-79,v292,t,t,f,classified,
389.4.1.18,"I-EGF_1, EGF_integrin",v293.1,2772055,e7nxdB5,B:445-534,v292,t,f,t,classified,
391.1.2.18,TILa,v293.1,3763437,F7EZQ4_F1_nD8,771-825,v292,t,f,t,classified,
3922.1.1.260,DUF4515,v293.1,3777978,A0A0G2K4P4_F1_nD2,"81-210,231-455",v292,t,f,t,classified,
3922.1.1.273,"zf-B_box, TRIM_CC",v293.1,3914675,Q5RIK0_F1_nD3,141-350,v292,t,f,t,classified,
3922.1.1.303,"Kri1, Kri1_C",v293.1,3335572,I1L0F5_F1_nD2,"326-375,506-545",v292,t,f,t,classified,
3922.1.1.347,MscS_porin,v293.1,3970339,Q9HUE7_F1_nD3,"71-150,221-315,341-445",v292,t,f,t,classified,
3930.1.1.15,"DEAD, Helicase_C",v293.1,3196010,C0NDE0_F1_nD1,46-520,v292,t,f,t,classified,
3939.1.1.254,"Sec3_CC, Sec3_C-term",v293.1,3791349,A0A0H5SB09_F1_nD2,191-840,v292,t,f,t,classified,
3939.1.1.255,Prp19,v293.1,3366218,I1LAQ3_F1_nD2,"61-140,176-520",v292,t,f,t,classified,
3939.1.1.255,Prp19,v293.1,3629747,A0A044V7C2_F1_nD2,"71-135,161-500",v292,t,f,t,classified,
3939.1.1.365,CC2-LZ,v293.1,3855268,Q8K3K8_F1_nD4,351-510,v292,t,f,t,classified,
3948.1.1.3,PF26104,v293.1,1503130,e4wwxB3,B:402-567,v292,t,t,f,classified,
396.3.1.7,PF30379,v293.1,2526320,e6iczZ1,Z:62-196,v292,t,t,f,classified,
4010.1.1.6,RNA_pol_Rpb2_2,v293.1,4886133,A7GJ82_nD2,"141-280,336-425",v293,t,,t,classified,
4044.1.1.23,"DUF1719, Rx_N",v293.1,3455825,Q6Z4S9_F1_nD1,6-155,v292,t,f,t,classified,
4070.1.1.7,PDZ_6,v293.1,4886015,Q5X9U6_nD3,196-295,v293,t,,t,classified,
4070.1.1.7,PDZ_6,v293.1,4886306,Q3SZ19_nD3,131-220,v293,t,,t,classified,
4075.1.1.2,PF29130,v293.1,7608,e1x0hA1,A:8-107,v292,t,t,f,classified,
4075.1.1.2,PF29130,v293.1,136506,e3isuA1,A:19-120,v292,t,f,t,classified,
4075.1.1.2,PF29130,v293.1,3783544,Q5AH02_F1_nD10,1526-1645,v292,t,f,t,classified,
4099.1.1.25,PF29749,v293.1,6542,e2ftxA1,A:2-90,v292,t,t,f,classified,
4.1.1.295,"KOW, Ribosomal_L26",v293.1,586,e1vqoT1,T:2-120,v292,t,t,f,classified,
4.1.1.299,"KOW, KOW1_SPT5",v293.1,1680001,e4ytkA1,A:1-127,v292,t,t,f,classified,
4.1.1.300,"KN17_SH3, SH3_KIN17_C",v293.1,1758652,e2ckkA1,A:8-127,v292,t,f,t,classified,
4.1.1.314,"KOW, Ribosomal_uL24m-like",v293.1,1551400,e3j6bQ1,Q:2-297,v292,t,t,f,classified,
4.1.1.328,Sm_like,v293.1,197758,e3by7A1,A:3-87,v292,t,f,t,classified,
4.1.1.344,PF31193,v293.1,3173156,P38828_F1_nD1,1-80,v292,t,f,t,classified,
4.1.1.360,"KOW, G-patch_2",v293.1,3256431,Q54GS9_F1_nD1,"211-240,306-355",v292,t,f,t,classified,
4.1.1.361,"Tudor_KDM3B, PWWP_KDM3B, DUF7030",v293.1,3856317,Q6ZPY7_F1_nD1,"6-20,46-255",v292,t,f,t,classified,
4.1.1.391,"FDF, PF30873",v293.1,185635,e4a53A1,A:5-125,v292,t,t,f,classified,
4120.1.1.54,BT1,v293.1,3649736,A0A1D6FI18_F1_nD1,6-150,v292,t,f,t,classified,
4143.1.1.10,RlmL_1st,v293.1,4886247,A4W8W0_nD1,1-60,v293,t,,t,classified,
4.15.1.2,PF31112,v293.1,607,e2f5tX1,X:138-229,v292,t,t,f,classified,
4168.1.1.7,PF26769,v293.1,4008053,P23837_F1_nD2,"1-40,211-335",v292,t,f,t,classified,
4176.1.1.2,S-Me-THD_N,v294,10975,e2o3iA2,A:2-241,v292,t,t,f,classified,
4178.1.1.4,PF29281,v293.1,2038,e2f2hA3,A:666-773,v292,t,t,f,classified,
4207.1.1.62,zf-CCCH_10,v293.1,3998805,A0A158Q5L6_F1_nD1,51-140,v292,t,f,t,classified,
4207.1.1.77,Cys_rich_FGFR,v293.1,3905613,E7EXW8_F1_nD5,956-1120,v292,t,f,t,classified,
4207.1.2.46,RH1,v293.1,4439134,Q5EBL4_nD1,"1-70,96-140,351-360",v293,t,f,t,classified,
4207.1.2.70,"IQ, RasGAP_C",v293.1,3921924,A2CE93_F1_nD8,"816-930,1506-1550",v292,t,f,t,classified,
4.23.1.2,PF26356,v293.1,608,e2qi2A1,A:1-126,v292,t,t,f,classified,
4.23.1.2,PF26356,v293.1,609,e2vgnA1,A:1-135,v292,t,t,f,classified,
4.29.1.1,PF31240,v293.1,2323952,e5ud5A1,A:9-94,v292,t,t,f,classified,
4312.1.1.20,"DUF3519, PBECR1",v293.1,3839082,O34410_F1_nD6,791-925,v292,t,f,t,classified,
4336.1.1.10,Es2,v293.1,3744794,O59793_F1_nD1,"27-85,116-150",v292,t,f,t,classified,
4974.1.1.4,PF29561,v293.1,3338438,A0A0R0LGX4_F1_nD2,"31-60,96-210",v292,t,f,t,classified,
4986.1.1.4,PF29633,v293.1,7939,e1xu6A1,A:1-80,v292,t,t,f,classified,
4992.1.1.29,DUF5373,v293.1,4563128,P34361_nD1,11-150,v293,t,f,t,classified,
5001.1.1.133,"Git3, GPR_Gpa2_C",v293.1,3210772,C0NNG2_F1_nD1,21-310,v292,t,f,t,classified,
5001.1.1.134,PSS,v293.1,3676716,K7VPH2_F1_nD1,"46-145,171-250,286-415",v292,t,f,t,classified,
5001.1.1.179,"Dicty_CAR, GPR_Gpa2_C",v293.1,3205061,C0NQA8_F1_nD1,26-330,v292,t,f,t,classified,
5046.1.1.127,HAUS5,v293.1,4221238,Q9FMB4_nD5,"601-640,666-715,731-755",v293,t,f,t,classified,
5050.1.1.58,NFD4_C,v293.1,3311390,K7KE43_F1_nD3,311-559,v292,t,f,t,classified,
5050.1.1.73,"MFS_1, MFS_1_like",v293.1,4648174,B0UYT5_nD1,"6-100,216-350,366-580,626-650",v293,t,f,t,classified,
5054.1.1.59,"Ion_trans, Ion_trans_2",v293.1,4922,e1orqC1,C:1-223,v292,t,t,f,classified,
5054.1.1.59,"Ion_trans, Ion_trans_2",v293.1,1933321,e5tj6A1,"A:14-44,A:79-320",v292,t,t,f,classified,
5055.1.1.13,CD225,v293.1,3856378,A0A1B0GS75_F1_nD1,46-120,v292,t,f,t,classified,
5069.1.1.54,"Cytochrome_B, Cytochrom_B_N_2",v293.1,4234,e1ppjC2,C:15-260,v292,t,t,f,classified,
5069.1.1.54,"Cytochrome_B, Cytochrom_B_N_2",v293.1,3960040,X8F6C5_F1_nD1,36-305,v292,t,f,t,classified,
5069.1.1.56,PF27518,v293.1,3813242,F4IMA2_F1_nD2,401-600,v292,t,f,t,classified,
5069.1.1.58,"DUF2427, Ytp1",v293.1,3781447,A0A1D8PEV1_F1_nD1,"81-190,266-430,456-604",v292,t,f,t,classified,
5069.1.1.63,SirB,v293.1,4089352,P44139_nD1,1-125,v293,t,f,t,classified,
5069.1.1.65,"CopD, PF28674",v293.1,3289058,K0EJU3_F1_nD1,21-355,v292,t,f,t,classified,
5069.1.1.74,UPF0093,v293.1,3385460,Q0PBE8_F1_nD1,1-150,v292,t,f,t,classified,
5069.1.3.122,PLAC8,v293.1,3821523,Q8LFV5_F1_nD1,106-220,v292,t,f,t,classified,
5069.1.3.71,DUF3593,v293.1,3824646,Q8S9I8_F1_nD1,81-175,v292,t,f,t,classified,
5069.1.3.93,Prolamin_like,v293.1,3822008,A8MRP6_F1_nD1,26-115,v292,t,f,t,classified,
5069.1.3.99,NRF,v293.1,3247277,G5EF61_F1_nD1,51-210,v292,t,f,t,classified,
5071.2.1.2,NDUF_B7,v293.1,4359962,P90789_nD1,26-123,v293,t,f,t,classified,
5084.5.1.37,"Attacin_N, Attacin_C",v293.1,3405242,Q9V751_F1_nD1,36-218,v292,t,f,t,classified,
5084.5.4.14,"TamB, PF27051",v293.1,3986334,Q328B6_F1_nD5,"516-985,1021-1030",v292,t,f,t,classified,
5086.1.1.201,"PF27639, PF28607",v293.1,3361540,I1JAU3_F1_nD1,"21-65,381-415",v292,t,f,t,classified,
5086.1.1.211,PF30554,v293.1,3200787,C0NL27_F1_nD1,16-270,v292,t,f,t,classified,
5086.1.1.215,Tmemb_18A,v293.1,3769055,D3ZJA8_F1_nD1,6-120,v292,t,f,t,classified,
5086.1.1.220,phage_tail_N,v293.1,4009677,P76072_F1_nD3,"101-170,391-455,481-530",v292,t,f,t,classified,
5086.1.1.224,ARA70,v293.1,4433236,Q13772_nD1,16-160,v293,t,f,t,classified,
5087.1.1.4,"DUF481, Porin_OmpG",v293.1,139819,e2wvpA1,A:4-280,v292,t,f,t,classified,
5087.2.1.2,PF29934,v293.1,2373,e1lshA1,A:1-268,v292,t,t,f,classified,
5.1.11.13,Beta-prop_RIC1_2nd,v293.1,3427055,B9F3M7_F1_nD1,6-755,v292,t,f,t,classified,
5.1.11.29,"WD40, HELP, Beta-prop_EML",v293.1,3579705,A0A3P7EAK9_F1_nD1,1-338,v292,t,f,t,classified,
5.1.2.34,PQQ_2,v293.1,2646217,e6tjeA2,A:141-204,v292,t,f,t,classified,
5.1.3.117,Kelch_1+Kelch_KLHDC2_KLHL20_DRC7,v293,2187,e1zgkA1,A:21-308,v292,t,t,f,classified,
5.1.3.117,Kelch_1+Kelch_KLHDC2_KLHL20_DRC7,v293,3177446,P50090_F1_nD1,61-425,v292,t,f,t,classified,
5.1.3.117,Kelch_1+Kelch_KLHDC2_KLHL20_DRC7,v293,3180579,U7PZ17_F1_nD1,"131-350,411-540",v292,t,f,t,classified,
5.1.3.117,Kelch_1+Kelch_KLHDC2_KLHL20_DRC7,v293,3251871,Q54UX1_F1_nD1,1-355,v292,t,f,t,classified,
5.1.3.117,Kelch_1+Kelch_KLHDC2_KLHL20_DRC7,v293,3266438,Q86L99_F1_nD1,"1-170,316-470",v292,t,f,t,classified,
5.1.3.117,Kelch_1+Kelch_KLHDC2_KLHL20_DRC7,v293,3344444,K7N4D2_F1_nD1,1-340,v292,t,f,t,classified,
5.1.3.117,Kelch_1+Kelch_KLHDC2_KLHL20_DRC7,v293,3695137,A0A1C1CNU2_F1_nD1,96-450,v292,t,f,t,classified,
5.1.3.117,Kelch_1+Kelch_KLHDC2_KLHL20_DRC7,v293,3740502,O14248_F1_nD1,26-390,v292,t,f,t,classified,
5.1.3.117,Kelch_1+Kelch_KLHDC2_KLHL20_DRC7,v293,3818137,Q8W4K1_F1_nD2,241-575,v292,t,f,t,classified,
5.1.3.117,Kelch_1+Kelch_KLHDC2_KLHL20_DRC7,v293,3922625,F1QEG2_F1_nD3,291-605,v292,t,f,t,classified,
5.1.3.134,"BNR, BNR_2",v293.1,2198,e1w8oA3,A:1-356,v292,t,t,f,classified,
5.1.3.134,"BNR, BNR_2",v293.1,2200,e1w0pA3,"A:217-346,A:544-777",v292,t,t,f,classified,
5.1.3.135,"Kelch_1, Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,3173622,P38853_F1_nD1,111-465,v292,t,f,t,classified,
5.1.3.135,"Kelch_1, Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,3184562,U7PZV4_F1_nD1,106-440,v292,t,f,t,classified,
5.1.3.135,"Kelch_1, Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,3254192,Q54TZ4_F1_nD1,1-385,v292,t,f,t,classified,
5.1.3.135,"Kelch_1, Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,3268410,Q8T2A6_F1_nD1,26-395,v292,t,f,t,classified,
5.1.3.135,"Kelch_1, Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,3443806,Q2QP85_F1_nD1,66-395,v292,t,f,t,classified,
5.1.3.135,"Kelch_1, Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,3721708,A0A0D2DUN6_F1_nD1,106-445,v292,t,f,t,classified,
5.1.3.135,"Kelch_1, Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,3909771,Q7ZUL3_F1_nD1,21-393,v292,t,f,t,classified,
5.1.3.136,"DPPIV_N, PD40",v293.1,2192,e2hqsA1,A:141-409,v292,t,t,f,classified,
5.1.3.137,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,3301833,I1KVQ2_F1_nD2,66-405,v292,t,f,t,classified,
5.1.3.137,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,3316495,A0A0R0E973_F1_nD1,1-345,v292,t,f,t,classified,
5.1.3.137,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,3323143,K7MKJ2_F1_nD1,1-330,v292,t,f,t,classified,
5.1.3.137,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,3334450,K7LJG5_F1_nD1,1-325,v292,t,f,t,classified,
5.1.3.137,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,3382150,I1JZH1_F1_nD1,1-325,v292,t,f,t,classified,
5.1.3.137,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,3459293,Q94D04_F1_nD1,6-320,v292,t,f,t,classified,
5.1.3.137,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,3644039,C0PLU8_F1_nD1,1-345,v292,t,f,t,classified,
5.1.3.137,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,3670679,C0P665_F1_nD1,1-315,v292,t,f,t,classified,
5.1.3.137,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,3827343,Q9LR78_F1_nD1,11-350,v292,t,f,t,classified,
5.1.3.137,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,4013096,A0A175W550_F1_nD2,"46-270,296-390,462-515",v292,t,f,t,classified,
5.1.3.137,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,4603401,Q10AZ7_nD1,6-345,v293,t,f,t,classified,
5.1.3.147,"Kelch_1, Beta-prop_ATRN-LZTR1",v293.1,3174260,P32634_F1_nD1,"6-290,346-485",v292,t,f,t,classified,
5.1.3.149,"Kelch_2, Kelch_KLHDC2_KLHL20_DRC7",v293.1,3679632,A0A1D6LP15_F1_nD3,271-625,v292,t,f,t,classified,
5.1.3.151,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,3332763,I1JWM9_F1_nD1,1-330,v292,t,f,t,classified,
5.1.3.151,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,3368618,I1JXG3_F1_nD1,"41-350,436-495",v292,t,f,t,classified,
5.1.3.151,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,3532031,Q5VV63_F1_nD5,281-635,v292,t,f,t,classified,
5.1.3.151,"Kelch_1, Kelch_2, Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,3876328,Q6A051_F1_nD6,286-635,v292,t,f,t,classified,
5.1.3.154,PF30361,v293.1,1238188,e2vduB2,"B:2-48,B:100-282,B:303-436",v292,t,f,t,classified,
5.1.3.158,"Kelch_1, Kelch_HCF",v293.1,3480063,A0A5K4EIA2_F1_nD1,6-355,v292,t,f,t,classified,
5.1.3.158,"Kelch_1, Kelch_HCF",v293.1,3543707,Q9Y5Z7_F1_nD1,1-365,v292,t,f,t,classified,
5.1.3.160,"Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,4025288,Q8IJH9_F1_nD1,"41-250,276-389,411-435,701-770",v292,t,f,t,classified,
5.1.3.160,"Kelch_KLHDC2_KLHL20_DRC7, Beta-prop_ATRN-LZTR1",v293.1,4026255,Q8IJL6_F1_nD2,"551-700,766-870,901-1050",v292,t,f,t,classified,
5.1.3.169,"Kelch_1, Kelch_HCF, Beta-prop_ATRN-LZTR1",v293.1,3403831,Q9V4C8_F1_nD1,46-405,v292,t,f,t,classified,
5.1.3.172,PF26607,v293.1,1891495,e5c9oA1,A:17-368,v292,t,f,t,classified,
5.1.3.175,"Kelch_1, Kelch_2, Kelch_3, Kelch_KLHDC2_KLHL20_DRC7",v293.1,3399919,Q9W281_F1_nD1,"26-35,56-340,586-660",v292,t,f,t,classified,
5.1.3.189,"Hyd_WA, Tectonin",v293.1,3902876,B7ZVF4_F1_nD2,"1-65,171-409",v292,t,f,t,classified,
5.1.3.207,"WD40, NBCH_WD40",v293.1,3419955,A0A0P0VMT1_F1_nD12,"1831-1855,2206-2530",v292,t,f,t,classified,
513.2.1.2,TYW2_N_2,v293.1,1891399,e3k6rA1,A:6-86,v292,t,t,f,classified,
5.1.3.244,"BBS2_N, BBS2_Mid",v293.1,3710260,Q4D758_F1_nD1,6-375,v292,t,f,t,classified,
5.1.4.253,"WD40, WD40_Gbeta",v293.1,2206,e1tbgA1,A:1-340,v292,t,t,f,classified,
5.1.4.254,"WD40, Beta-prop_NOL10_N",v293.1,1824186,e5igoC1,C:13-336,v292,t,t,f,classified,
5.1.4.255,"RCC1, RCC1_2, WD40_RLD",v293.1,2240,e1a12A1,A:13-413,v292,t,t,f,classified,
5.1.4.255,"RCC1, RCC1_2, WD40_RLD",v293.1,3181981,U7PNA1_F1_nD1,"191-290,316-640",v292,t,f,t,classified,
5.1.4.255,"RCC1, RCC1_2, WD40_RLD",v293.1,3257259,Q54BC4_F1_nD3,"176-380,746-875",v292,t,f,t,classified,
