ecod_uid,domain_id,t_id,old_f,old_f_pfam,commons_f,new_f_pfam,dom_len,dominant_pfam,dominant_name,dominant_cov_pct,dominant_bitscore,n_significant_pfams,verdict,pfam_implied_fgroups
7095,e1xwsA1,206.1.1,206.1.1.1,PF00069,206.1.1.71,"PF00069,PF06293",273,PF00069,Pkinase,92.7,232.8,3,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
223848,e3iddA1,7515.1.1,7515.1.1.8,PF01676,7515.1.1.14,"PF01676,PF10143",254,PF01676,Metalloenzyme,99.2,147.5,1,ambiguous_both,7515.1.1.14;7515.1.1.15;7515.1.1.17;7515.1.1.23;7515.1.1.8
9601,e2dy1A5,2004.1.1,2004.1.1.14,PF00009,2004.1.1.414,"PF00009,PF01926",267,PF00009,GTP_EFTU,100.0,112.2,1,ambiguous_both,2004.1.1.557;2004.1.1.625;2004.1.1.414;2004.1.1.682;2004.1.1.772;2004.1.1.779;2004.1.1.14;2004.1.1.15;2004.1.1.823;2004.1.1.994;2004.1.1.1176
9644,e2afhE1,2004.1.1,2004.1.1.20,PF00142,2004.1.1.419,"PF00142,PF13614",289,PF00142,Fer4_NifH,94.1,443.2,2,ambiguous_both,2004.1.1.419;2004.1.1.488;2004.1.1.503;2004.1.1.783;2004.1.1.20;2004.1.1.1039;2004.1.1.1050;2004.1.1.1081;2004.1.1.1185
1389177,e3izq11,2004.1.1,2004.1.1.14,PF00009,2004.1.1.414,"PF00009,PF01926",230,PF00009,GTP_EFTU,98.3,163.3,1,ambiguous_both,2004.1.1.557;2004.1.1.625;2004.1.1.414;2004.1.1.682;2004.1.1.772;2004.1.1.779;2004.1.1.14;2004.1.1.15;2004.1.1.823;2004.1.1.994;2004.1.1.1176
1148095,e2o5vA1,2004.1.1,2004.1.1.87,PF02463,2004.1.1.433,"PF02463,PF13476",358,PF02463,SMC_N,91.1,45.8,1,ambiguous_both,2004.1.1.429;2004.1.1.433;2004.1.1.442;2004.1.1.466;2004.1.1.478;2004.1.1.480;2004.1.1.481;2004.1.1.506;2004.1.1.567;2004.1.1.615;2004.1.1.728;2004.1.1.782;2004.1.1.87;2004.1.1.798;2004.1.1.799;2004.1.1.807;2004.1.1.925;2004.1.1.997;2004.1.1.1001;2004.1.1.1116;2004.1.1.1154;2004.1.1.1156
7096,e1s9jA1,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",292,PF00069,Pkinase,90.4,214.3,2,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
9044,e1orrA1,2003.1.1,2003.1.1.72,PF16363,2003.1.1.141,"PF02719,PF16363",338,PF16363,GDP_Man_Dehyd,97.0,177.3,5,ambiguous_both,2003.1.1.197;2003.1.1.141;2003.1.1.152;2003.1.1.153;2003.1.1.162;2003.1.1.164;2003.1.1.168;2003.1.1.173;2003.1.1.177;2003.1.1.224;2003.1.1.235;2003.1.1.240;2003.1.1.72;2003.1.1.282;2003.1.1.284;2003.1.1.287;2003.1.1.316;2003.1.1.340;2003.1.1.360
11057,e1cjwA1,213.1.1,213.1.1.1,PF00583,213.1.1.72,"PF00583,PF13673",166,PF00583,Acetyltransf_1,77.7,49.1,1,ambiguous_both,213.1.1.80;213.1.1.70;213.1.1.72;213.1.1.74;213.1.1.77;213.1.1.82;213.1.1.85;213.1.1.89;213.1.1.96;213.1.1.97;213.1.1.2;213.1.1.1;213.1.1.105;213.1.1.109;213.1.1.118
1088849,e4bkyA1,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",272,PF00069,Pkinase,93.0,254.8,3,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
7065,e3bqcA1,206.1.1,206.1.1.1,PF00069,206.1.1.73,"PF00069,PF01636",328,PF00069,Pkinase,87.2,237.4,2,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
7073,e1kobA1,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",352,PF00069,Pkinase,72.7,245.4,2,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
7078,e1yhwA1,206.1.1,206.1.1.1,PF00069,206.1.1.72,"PF00069,PF17667",293,PF00069,Pkinase,86.0,248.3,2,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
7079,e1o6yA1,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",276,PF00069,Pkinase,95.3,173.1,2,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
1144822,e3f83A1,11.1.5,11.1.5.26,PF07434,11.1.5.96,PF31151,177,PF31151,CfaE_1st,100.0,124.9,1,supports_commons,11.1.5.96
7099,e2jflA1,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",288,PF00069,Pkinase,89.9,236.7,2,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
1322288,e4qfgA1,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",270,PF00069,Pkinase,93.7,259.1,2,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
1549037,e4lgdB1,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",304,PF00069,Pkinase,82.9,238.9,2,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
1144179,e4o1pC2,206.1.1,206.1.1.1,PF00069,206.1.1.71,"PF00069,PF06293",251,PF07714,PK_Tyr_Ser-Thr,74.5,31.5,2,points_to_other_fgroup,206.1.1.59;206.1.1.60;206.1.1.171;206.1.1.74;206.1.1.77;206.1.1.80;206.1.1.83;206.1.1.85;206.1.1.96;206.1.1.99;206.1.1.114;206.1.1.116;206.1.1.123;206.1.1.127;206.1.1.131;206.1.1.132;206.1.1.136;206.1.1.139;206.1.1.143;206.1.1.148;206.1.1.154;206.1.1.20;206.1.1.22;206.1.1.36;206.1.1.21;206.1.1.160;206.1.1.170;206.1.1.179;206.1.1.182;206.1.1.183;206.1.1.186;206.1.1.188;206.1.1.189;206.1.1.203;206.1.1.204;206.1.1.209;206.1.1.216;206.1.1.217;206.1.1.219;206.1.1.228;206.1.1.230;206.1.1.234;206.1.1.237;206.1.1.239;206.1.1.241;206.1.1.242;206.1.1.244;206.1.1.246;206.1.1.251;206.1.1.253;206.1.1.254
1145908,e4cfhA1,206.1.1,206.1.1.1,PF00069,206.1.1.70,"PF00069,PF03109",325,PF00069,Pkinase,77.8,259.1,2,ambiguous_both,206.1.1.5;206.1.1.59;206.1.1.6;206.1.1.100;206.1.1.103;206.1.1.110;206.1.1.113;206.1.1.3;206.1.1.91;206.1.1.93;206.1.1.172;206.1.1.174;206.1.1.175;206.1.1.176;206.1.1.70;206.1.1.71;206.1.1.72;206.1.1.73;206.1.1.74;206.1.1.76;206.1.1.78;206.1.1.81;206.1.1.83;206.1.1.85;206.1.1.87;206.1.1.89;206.1.1.92;206.1.1.95;206.1.1.101;206.1.1.111;206.1.1.112;206.1.1.115;206.1.1.120;206.1.1.121;206.1.1.122;206.1.1.124;206.1.1.125;206.1.1.126;206.1.1.128;206.1.1.130;206.1.1.135;206.1.1.136;206.1.1.138;206.1.1.140;206.1.1.141;206.1.1.144;206.1.1.145;206.1.1.146;206.1.1.147;206.1.1.150;206.1.1.151;206.1.1.157;206.1.1.4;206.1.1.61;206.1.1.62;206.1.1.1;206.1.1.2;206.1.1.40;206.1.1.39;206.1.1.158;206.1.1.159;206.1.1.162;206.1.1.163;206.1.1.167;206.1.1.169;206.1.1.177;206.1.1.178;206.1.1.180;206.1.1.181;206.1.1.184;206.1.1.185;206.1.1.187;206.1.1.190;206.1.1.191;206.1.1.193;206.1.1.194;206.1.1.198;206.1.1.201;206.1.1.202;206.1.1.205;206.1.1.206;206.1.1.207;206.1.1.208;206.1.1.210;206.1.1.212;206.1.1.213;206.1.1.218;206.1.1.220;206.1.1.223;206.1.1.228;206.1.1.231;206.1.1.232;206.1.1.234;206.1.1.238;206.1.1.244;206.1.1.246;206.1.1.249;206.1.1.252;206.1.1.253;206.1.1.259;206.1.1.260;206.1.1.263;206.1.1.264;206.1.1.266
1411819,e4uw0A1,206.1.1,206.1.1.11,PF01636,206.1.1.73,"PF00069,PF01636",237,,,,,0,no_dominant_pfam,
2324026,e5xfoA4,101.1.2,,,101.1.2.500,PF30898,93,PF30898,PCL_mid,87.1,104.6,1,supports_commons,101.1.2.500
6740,e1wuiL3,244.4.1,244.4.1.2,PF00374,244.4.1.3,"PF00374,PF27537",82,,,,,0,no_dominant_pfam,
3264,e2gtgA1,198.1.1,198.1.1.2,"PF03489,PF05184",198.1.1.10,"PF03489,PF05184,PF20825",78,PF20825,Saposin,97.4,27.8,1,supports_commons,198.1.1.9;198.1.1.10;198.1.1.6;198.1.1.18
3085,e1wj7A1,103.1.1,103.1.1.14,PF14555,103.1.1.84,PF28540,91,PF28540,UBA_UBAP2,60.4,125.2,1,supports_commons,103.1.1.84
3138,e1qx2A1,108.1.1,108.1.1.1,PF00036,108.1.1.97,"PF00036,PF13499",76,PF13499,EF-hand_7,90.8,36.2,2,supports_commons,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
1951795,e3j9zLH1,2490.3.1,2490.3.1.1,PF00828,2490.3.1.3,"PF00828,PF29471",144,,,,,0,no_dominant_pfam,
185292,e3gs9A2,3070.1.1,3070.1.1.3,PF06605,3070.1.1.18,PF26674,89,PF26674,Prophage_tail_N2,86.5,70.1,1,supports_commons,3070.1.1.18
146868,e3nsjA2,389.1.1,,,389.1.1.110,PF28895,37,PF28895,EGF_PRF1,94.6,40.6,1,supports_commons,389.1.1.110
1447958,e4ux3A1,2004.1.1,2004.1.1.87,PF02463,2004.1.1.429,"PF02463,PF13175",351,PF02463,SMC_N,96.0,213.3,2,ambiguous_both,2004.1.1.429;2004.1.1.433;2004.1.1.442;2004.1.1.466;2004.1.1.478;2004.1.1.480;2004.1.1.481;2004.1.1.506;2004.1.1.567;2004.1.1.615;2004.1.1.728;2004.1.1.782;2004.1.1.87;2004.1.1.798;2004.1.1.799;2004.1.1.807;2004.1.1.925;2004.1.1.997;2004.1.1.1001;2004.1.1.1116;2004.1.1.1154;2004.1.1.1156
1145819,e3h94A4,6119.1.1,6119.1.1.1,PF16572,6119.1.1.2,PF25869,49,PF25919,BSH_CusB,100.0,89.0,2,pfam_has_no_fgroup_here,
185457,e3p8cF1,3305.1.1,3305.1.1.1,PF07815,3305.1.1.7,"PF07815,PF27594",155,,,,,0,no_dominant_pfam,
2324037,e5xynD1,1195.1.1,,,1195.1.1.2,PF29629,220,PF29629,SHU2,71.8,182.6,1,supports_commons,1195.1.1.2
2485657,e6a29E2,7053.1.1,,,7053.1.1.1,PF29826,179,PF29826,PprA_2nd,82.7,236.8,1,supports_commons,7053.1.1.1
9608,e1mkyA3,2004.1.1,2004.1.1.73,PF01926,2004.1.1.414,"PF00009,PF01926",186,PF02421,FeoB_N,90.9,45.5,2,points_to_other_fgroup,2004.1.1.450;2004.1.1.597;2004.1.1.86
